OBJEKTART,UUID,NAME,MIN_E,MIN_N,MIN_Z,MAX_E,MAX_N,MAX_Z,SKIGEBIET,2005 mid,2005 bottom,2005 top,2035 mid,2035 bottom,2035 top,2060 mid,2060 bottom,2060 top,2085 mid,2085 bottom,2085 top
Skilift,{92BDA414-C894-46B5-BEA0-9DF1D1AB8A83},Hugeli 2,587131,151534,1679,586731,152059,1905,Schönried-Zweisimmen,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{895742CA-D52A-4463-980B-97D064E6B211},Hühnerspiel,591172,148496,1820,591454,148851,1930,Schönried-Zweisimmen,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Sesselbahn,{1A18AFC9-58E5-4B71-A6F5-1E1BC749DF8F},Kl. Saanenwald-Hornberg,590690,150931,1421,590892,148818,1814,Schönried-Zweisimmen,green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Skilift,{59C90552-E8CA-4B9B-8FF4-CF9FA9782F5E},Läger,589980,149336,1617,590464,149003,1812,Schönried-Zweisimmen,green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Sesselbahn,{59DE197F-43BD-4404-9092-BBB3E53440C9},Lengebrand-Parwengesattel,595178,150746,1384,593615,149462,1994,Schönried-Zweisimmen,green,yellow,green,yellow,yellow,green,yellow,red,yellow,red,red,yellow
Skilift,{8CB781BD-55CA-41B2-BB0F-4BE84FAB8F74},Lochstafel-Hornberg,590873,149893,1580,590961,148861,1803,Schönried-Zweisimmen,green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Sesselbahn,{394F271F-60B9-42E2-8DF5-725D2B270F50},Oeschseite-Chübeli,592623,152504,1201,591957,150540,1698,Schönried-Zweisimmen,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Skilift,{1FBD7E55-CF3A-4341-AED4-2791F2FF2061},Rellerli,586930,150861,1688,586565,151076,1833,Schönried-Zweisimmen,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Gondelbahn,{A075D8DE-BC98-4E58-AA7F-FCA92B454C9A},Rinderbergbahn Eggweid-Rinderberg,594229,152739,1459,593839,150847,2009,Schönried-Zweisimmen,green,green,green,yellow,yellow,green,yellow,yellow,green,red,red,yellow
Gondelbahn,{24AEB9D2-29D6-437B-9419-660E36B66A88},Saanenmöser-Kl. Saanenwald-Saanerslochgrat,590544,151753,1273,592224,149646,1943,Schönried-Zweisimmen,green,yellow,green,yellow,yellow,green,yellow,red,yellow,red,red,yellow
Skilift,{76EFF38A-5AF1-401D-BBA7-12B883DCF3F7},Saanersloch,591993,150047,1830,592223,149652,1941,Schönried-Zweisimmen,green,green,green,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow
Sesselbahn,{37603DB0-CB4F-4AFD-87A1-02BF2380096A},Schönried-Horneggli,588834,150259,1236,590385,149161,1775,Schönried-Zweisimmen,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Skilift,{C9FCACBD-8033-4546-83BD-310C66B67B8A},Lätzgüetli,590166,151536,1272,590623,150730,1456,Schönried-Zweisimmen,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow,red,red,red
Sesselbahn,{887FF746-E3DE-4C09-9F7D-4DD9C1DA1A3C},Oeschseite-Büelti,592634,152530,1201,593988,152026,1589,Schönried-Zweisimmen,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow,red,red,red
Gondelbahn,{2EB3261A-F8DC-4938-9DC9-FF8F6B8DD3F8},Rinderbergbahn Zweisimmen-Eggweid,595077,155532,952,594245,152823,1459,Schönried-Zweisimmen,yellow,red,green,yellow,red,yellow,red,red,yellow,red,red,red
Gondelbahn,{A0FC868C-C7AD-44C6-8CF3-4D919D7EAD2A},Schönried-Rellerligrat,588362,150407,1246,586560,151106,1833,Schönried-Zweisimmen,yellow,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Sesselbahn,{37323011-4DC1-448D-B015-6CE9ABB28188},St. Stephan-Lengebrand,596187,151469,977,595214,150702,1388,Schönried-Zweisimmen,yellow,red,yellow,red,red,yellow,red,red,red,red,red,red
Skilift,{D684F9B4-1B8A-4DF4-ACCD-866FF4C6EC28},Allmedschwanden,622356,176049,1078,622723,176119,1157,Schwanden–Sigriswil,yellow,yellow,yellow,red,red,red,red,red,red,red,red,red
Skilift,{B8151CB7-97A1-4C7F-B4C0-A20F28A7D86D},Werrenäbnet-Surre,622484,175771,1097,623828,175747,1450,Schwanden–Sigriswil,yellow,yellow,green,yellow,red,yellow,red,red,yellow,red,red,red
Skilift,{D173FF0E-E3F6-4BDA-B4EE-856C17E909D7},Wilerallmi,622958,174852,1186,624015,175207,1468,Schwanden–Sigriswil,yellow,yellow,yellow,yellow,red,yellow,red,red,yellow,red,red,red
Sesselbahn,{E763DE26-912B-49B5-A889-84790FAAA5D1},Kaiseregg,589393,167629,1359,590529,167472,1754,Schwarzsee FR,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Skilift,{4E36AD65-DDBE-4FDE-AFF6-9BFF3D285735},Riggisalpboden,589364,167607,1358,589150,166221,1587,Schwarzsee FR,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Sesselbahn,{1EA4EDC0-A0E4-4F04-9766-C08ED8FC2E97},Schwarzsee-Riggisalp,588491,168681,1053,588907,167528,1490,Schwarzsee FR,yellow,yellow,green,yellow,red,yellow,red,red,yellow,red,red,red
Skilift,{1B01D2F0-F374-4DA1-B71B-9866DCF5A4E8},Stalden,588590,168703,1057,588997,168487,1137,Schwarzsee FR,yellow,yellow,yellow,red,red,red,red,red,red,red,red,red
Skilift,{E77C6F10-4B63-4C48-8F47-7C6B20FCAD12},Champatsch,814980,190932,2455,815834,191932,2794,Scuol,green,green,green,green,green,green,green,green,green,green,yellow,green
Skilift,{D2F757CD-30D1-450F-9521-6FA38E6F12EA},Champatsch,814995,190938,2456,815863,191925,2798,Scuol,green,green,green,green,green,green,green,green,green,green,yellow,green
Sesselbahn,{E2CE948C-8799-463B-9E10-1520B78D5CD3},Clünas,815958,189640,2187,814872,189242,2497,Scuol,green,green,green,green,green,green,green,green,green,yellow,yellow,green
Sesselbahn,{C6E09020-BEB3-449B-B5A3-B60FAF733AEB},Ftan,814276,186490,1680,814647,187645,2069,Scuol,green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Sesselbahn,{1F4CCF35-83D9-4321-BB22-F765F458875E},Mot da Ri,815919,189797,2185,814750,189988,2588,Scuol,green,green,green,green,green,green,green,yellow,green,yellow,yellow,yellow
Gondelbahn,{96134738-B988-46CE-BE6F-22C6B01BDAAA},Motta Naluns,817567,186649,1299,816236,188337,2153,Scuol,green,yellow,green,yellow,yellow,green,yellow,red,yellow,red,red,yellow
Sesselbahn,{B9059852-AA9D-4569-8A22-854FEA9E1390},Naluns,816327,188322,2146,815186,189205,2424,Scuol,green,green,green,green,green,green,green,yellow,green,yellow,yellow,yellow
Sesselbahn,{0806F748-F4CD-4ED4-AA16-1402BC935F7D},Prui-Clünas,814754,187656,2059,814799,189214,2505,Scuol,green,green,green,green,green,green,green,yellow,green,yellow,yellow,yellow
Sesselbahn,{BA8C579D-C537-4E53-9A67-D493E74D65F0},Salaniva,815960,189791,2181,816529,191505,2707,Scuol,green,green,green,green,green,green,green,yellow,green,yellow,yellow,green
Skilift,{01DA2613-9084-4C08-A852-9F63069862B9},Rachögna,817521,186682,1309,817197,187075,1461,Scuol,yellow,yellow,yellow,yellow,yellow,yellow,red,red,yellow,red,red,red
Skilift,{2246F5A1-07DE-432A-B915-E39948500E3D},Eisee,647478,182385,1961,646813,182098,2160,Sörenberg,green,green,green,green,green,green,green,yellow,green,yellow,yellow,yellow
Sesselbahn,{A761184E-05E4-4A0A-B267-E79F4C4E372D},Eisee-Brienzer Rothorn,647545,182423,1958,646624,182038,2254,Sörenberg,green,green,green,green,green,green,green,yellow,green,yellow,yellow,yellow
Skilift,{A7720AE0-1F82-4C1E-87E1-88E5057EF4B1},Hundsknubel,644531,184209,1521,644265,183818,1681,Sörenberg,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{AE35689D-2755-4356-8B5E-FB3F4F1EC7A0},Rossweid,645154,184503,1401,644888,184127,1510,Sörenberg,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{438AE208-E4B3-4562-9465-0CC8FC450C53},Rossweid,645152,184509,1402,644849,184081,1510,Sörenberg,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{313D26A7-4F07-473A-8618-85C3C631FE94},Schwarzenegg,644970,185183,1328,644276,183976,1600,Sörenberg,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Skilift,{296C5FBA-4A30-485F-A06C-F33E2E44AD76},Schwarzenegg,644974,185180,1328,644278,183970,1600,Sörenberg,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Luftseilbahn,{6B3017B9-2C16-4299-9066-DD2E279FA603},Sörenberg-Brienzer Rothorn,647401,184232,1256,646266,181973,2289,Sörenberg,green,yellow,green,yellow,yellow,green,yellow,red,green,red,red,yellow
Sesselbahn,{A2E903AC-4FE1-4739-8A3C-FB62095D2BEF},Steinetli,645562,184270,1389,644360,183292,1685,Sörenberg,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Skilift,{8FDF2941-511F-4023-AAEC-465ECAD6DD94},Dorf,645159,185787,1162,644944,185150,1339,Sörenberg,yellow,yellow,yellow,yellow,red,yellow,red,red,red,red,red,red
Skilift,{E7055EC2-F56A-4370-9DE9-9940391F02AC},Ochsenweid,644603,186135,1130,644108,185525,1343,Sörenberg,yellow,yellow,yellow,yellow,red,yellow,red,red,red,red,red,red
Skilift,{5044A16D-8568-4855-A48F-F0BEC0E73BE1},Rischli-Brunnenboden,644044,186700,1122,643821,186388,1216,Sörenberg,yellow,yellow,yellow,red,red,yellow,red,red,red,red,red,red
Skilift,{D5B4CEF8-1187-4721-887C-F4D994CABBC7},Rischli-Husegg,644115,186521,1135,643431,184924,1471,Sörenberg,yellow,yellow,green,yellow,red,yellow,red,red,yellow,red,red,red
Skilift,{EA785A52-B96F-447A-94EE-80518056C3D9},Rischli-Wald,644110,186530,1134,643757,185713,1369,Sörenberg,yellow,yellow,yellow,yellow,red,yellow,red,red,red,red,red,red
Skilift,{605F171A-AEFC-4944-8E0E-C78579259D03},Schönisei,645358,185760,1162,644831,184318,1472,Sörenberg,yellow,yellow,green,yellow,red,yellow,red,red,yellow,red,red,red
Sesselbahn,{2B7A6211-FCB2-476F-B2F4-E81C7B7E95D8},Sörenberg Platz,645921,185267,1170,645481,184418,1410,Sörenberg,yellow,yellow,green,yellow,red,yellow,red,red,yellow,red,red,red
Gondelbahn,{75591A87-91C1-44FE-9922-9061C4F7FBDE},Sörenberg-Rossweid,645425,185683,1167,644917,184357,1468,Sörenberg,yellow,yellow,green,yellow,red,yellow,red,red,yellow,red,red,red
Gondelbahn,{B894B3E8-6841-457C-A77D-27AB8625E5D4},Blachtaboda–Tanatzhöhi,744465,156065,1767,743888,154978,2146,Splügen–Rheinwald,green,green,green,green,yellow,green,yellow,yellow,green,yellow,red,yellow
Sesselbahn,{89D67698-0779-46F6-A30C-4F7B72F9C670},Bodmenstafel,745067,154313,1789,743981,153785,2216,Splügen–Rheinwald,green,green,green,green,yellow,green,green,yellow,green,yellow,red,yellow
Gondelbahn,{52902C79-A0D7-48FF-B328-00C1824A5498},Splügen–Blachtaboda,744368,157007,1490,744461,156114,1768,Splügen–Rheinwald,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Sesselbahn,{8C792E48-3FA4-4E14-854F-4387AF8FE87F},Tamboalp,743295,154273,2020,743928,154598,2161,Splügen–Rheinwald,green,green,green,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow
Skilift,{0D677056-380F-48A1-8997-FE9DA6397437},Tanatz,744162,155287,2035,743852,154975,2148,Splügen–Rheinwald,green,green,green,green,green,green,green,green,green,yellow,yellow,yellow
Skilift,{C6784F4F-7E47-476A-B59A-8B1D290CB89B},Bois de Saint-Cergue,501321,144607,1047,500745,144329,1190,St-Cergue,yellow,yellow,yellow,red,red,red,red,red,red,red,red,red
Skilift,{B77B7555-0806-47C1-BC61-268F39F74AB7},Corps de Garde,501483,144622,1040,501413,144332,1127,St-Cergue,yellow,yellow,yellow,red,red,red,red,red,red,red,red,red
Skilift,{42B77077-F92D-498F-A0B2-A287AA11EAA1},Basse-Ruche,501216,145201,1091,501050,145065,1131,St-Cergue,yellow,yellow,yellow,red,red,red,red,red,red,red,red,red
Skilift,{39DAE477-8A1D-4148-8EB2-9418F6B9C102},Bella Tola,615987,120206,2589,616662,120844,2978,St-Luc–Chandolin,green,green,green,green,green,green,green,green,green,green,yellow,green
Skilift,{91A423FB-1590-4B23-A5B7-98B80C46231E},Ecole Tignousa,613349,119590,2174,613516,119591,2196,St-Luc–Chandolin,green,green,green,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow
Skilift,{A00D87F5-D142-41A5-8C6A-071B1A64DEE5},Illhorn 2,611966,122692,2086,613614,123319,2665,St-Luc–Chandolin,green,green,green,green,green,green,green,yellow,green,yellow,yellow,green
Sesselbahn,{33885C45-C67D-4C31-939C-D925C18DACE6},La Forêt-Le Rotzé,612532,119686,1971,613792,120779,2600,St-Luc–Chandolin,green,green,green,green,yellow,green,green,yellow,green,yellow,red,green
Skilift,{9EF5ECE9-E618-4D61-AD3D-EB9E62436C0F},Le Col des Ombrintzes,614283,119848,2321,615006,121414,2774,St-Luc–Chandolin,green,green,green,green,green,green,green,green,green,yellow,yellow,green
Sesselbahn,{AEE8A535-9876-4AC7-A878-A000A27C0B19},Le Rotzé,612807,121812,1942,613607,120672,2550,St-Luc–Chandolin,green,green,green,green,green,green,green,yellow,green,yellow,yellow,green
Sesselbahn,{0C232050-DA0A-4727-A295-331C126DB81B},Le Tsapé,612774,121860,1943,614027,122252,2470,St-Luc–Chandolin,green,green,green,green,yellow,green,green,yellow,green,yellow,red,yellow
Skilift,{9DF85E3C-F74D-4E0D-8605-C8C45E01CEA2},Les Etables,613678,122131,2373,614095,122226,2485,St-Luc–Chandolin,green,green,green,green,green,green,green,green,green,yellow,yellow,yellow
Skilift,{6AA8548B-58CD-454C-905E-108479C75BE5},Par di Modzes,613086,119857,2182,613365,120253,2326,St-Luc–Chandolin,green,green,green,green,green,green,green,yellow,green,yellow,yellow,yellow
Skilift,{801B8644-634C-46FE-905C-98055E654CDE},Pas de Boeuf,614309,119341,2223,616163,119834,2686,St-Luc–Chandolin,green,green,green,green,green,green,green,green,green,yellow,yellow,green
Skilift,{4C1CB5D3-CE34-4415-B6F6-B37BCA4618D2},Tignousa,613323,119622,2174,614013,120388,2439,St-Luc–Chandolin,green,green,green,green,green,green,green,yellow,green,yellow,yellow,yellow
Skilift,{D9D4E07A-7A22-4B43-B163-5BEB9AA7CC9B},Tsa,613980,122070,2444,614202,122109,2483,St-Luc–Chandolin,green,green,green,green,green,green,green,green,green,yellow,yellow,yellow
Sesselbahn,{0624ACE0-0D6B-4227-8C59-5F792C308578},Alp Surlej,782310,146563,2082,783227,145054,2706,St. Moritz,green,green,green,green,green,green,green,green,green,yellow,yellow,green
Skilift,{665F26D7-01BE-44E5-8149-D2DA76D11B12},Chüderun,780294,143986,2300,781112,143574,2589,St. Moritz,green,green,green,green,green,green,green,green,green,green,yellow,green
Skilift,{3C00BB5E-4CD9-41E3-956A-BBBF491C27DD},Cristins,782315,147819,1828,782467,147497,1884,St. Moritz,green,green,green,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow
Sesselbahn,{E8EC818B-9E05-4DB2-B797-2EA9BCFB0DF8},Curtinella,782279,146563,2088,782059,144491,2565,St. Moritz,green,green,green,green,green,green,green,green,green,yellow,yellow,green
Sesselbahn,{95ABF21D-B5FB-4622-B8F6-B72A5BB76B7C},Furtschellas,780278,143908,2316,781406,142780,2797,St. Moritz,green,green,green,green,green,green,green,green,green,green,yellow,green
Sesselbahn,{C902A928-CE13-4B43-9969-97D16024552B},Giand' Alva,783479,146416,2407,783833,147267,2649,St. Moritz,green,green,green,green,green,green,green,green,green,yellow,yellow,green
Skilift,{758A642D-C0B5-453F-961E-ECCE94564C19},Grialetsch,780171,143969,2286,780230,143359,2481,St. Moritz,green,green,green,green,green,green,green,green,green,yellow,yellow,green
Sesselbahn,{A9545002-926F-4047-BD67-2B1242776523},Mandras,783946,145364,2541,783324,145063,2706,St. Moritz,green,green,green,green,green,green,green,green,green,green,green,green
Skilift,{3B7BACEE-DCF0-4923-A830-E3127CA90804},Margun (Valtellina),781455,144389,2446,781168,143849,2565,St. Moritz,green,green,green,green,green,green,green,green,green,green,green,green
Skilift,{4E4E0648-50C9-47EE-81A4-48215AEFF9E2},Murtèl,783458,146402,2406,783323,145103,2706,St. Moritz,green,green,green,green,green,green,green,green,green,green,green,green
Luftseilbahn,{AC12E464-6082-4D3A-B042-D65C7895A858},Murtèl-Corvatsch,783301,145084,2708,783162,143536,3304,St. Moritz,green,green,green,green,green,green,green,green,green,green,green,green
Sesselbahn,{114F7B3E-9265-4294-8582-5F11AED7109C},Rabgiusa,781544,144371,2448,782001,144494,2561,St. Moritz,green,green,green,green,green,green,green,green,green,yellow,yellow,yellow
Luftseilbahn,{2529C212-BC72-41CD-A68A-C11940A5CE43},Sils–Furtschellas,779389,145019,1802,780244,143913,2313,St. Moritz,green,green,green,green,green,green,green,yellow,green,yellow,yellow,yellow
Luftseilbahn,{A851A225-6DAB-4D5D-A603-E0574D9F0789},Surlej-Murtèl,782461,147579,1871,783294,145141,2708,St. Moritz,green,green,green,green,green,green,green,yellow,green,yellow,yellow,green
Sesselbahn,{AFC96FED-2984-49D4-B10A-58E5436E19E2},Alp Giop,782930,152026,2133,781333,153102,2693,St. Moritz,green,green,green,green,green,green,green,yellow,green,yellow,yellow,green
Gondelbahn,{5CDB8222-A322-40DA-A08B-851E01145498},Celerina-Marguns (Val Saluver),785260,154132,1755,783899,154365,2288,St. Moritz,green,green,green,green,yellow,green,yellow,yellow,green,yellow,red,yellow
Luftseilbahn,{ACB4106E-0023-459F-8178-4535D421FD11},Corviglia–Piz Nair (LCPN),782625,153512,2495,780296,153158,3026,St. Moritz,green,green,green,green,green,green,green,green,green,green,green,green
Sesselbahn,{57091C86-45A6-472F-A88F-2CECE4E4024E},FIS,782597,153248,2437,781832,153609,2661,St. Moritz,green,green,green,green,green,green,green,green,green,yellow,yellow,green
Sesselbahn,{6976C224-96EF-4E1F-B2E9-4AD8BCD074AB},Fuorcla Grischa,781132,154965,2692,780267,154263,2968,St. Moritz,green,green,green,green,green,green,green,green,green,green,green,green
Sesselbahn,{AE0A7E61-682F-4F61-8442-A53D43DC81B0},Glüna,782033,154641,2461,780663,155216,2832,St. Moritz,green,green,green,green,green,green,green,green,green,green,yellow,green
Sesselbahn,{5EC86D48-D5BB-4383-A104-E1C167DDF786},Lej da la Pêsch,779352,153651,2748,780226,154212,2967,St. Moritz,green,green,green,green,green,green,green,green,green,green,green,green
Sesselbahn,{1B20094C-E53B-4795-B4EF-574BE753218E},Marguns-Corviglia,783172,154401,2274,782602,153651,2503,St. Moritz,green,green,green,green,green,green,green,green,green,yellow,yellow,green
Sesselbahn,{CF3A2932-0220-473A-B81F-C0361D383700},Plateau Nair,783159,154416,2275,781863,153707,2660,St. Moritz,green,green,green,green,green,green,green,green,green,green,yellow,green
Skilift,{85404ACC-6F2A-4E6F-AC4D-6A2476E83555},Pony,783156,154515,2275,783118,154711,2314,St. Moritz,green,green,green,green,green,green,green,green,green,yellow,yellow,yellow
Skilift,{B7CA740E-2BFC-4AEC-8347-040A4967439C},Provulèr (Talstation Celerina),785365,154173,1736,785087,154318,1820,St. Moritz,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Sesselbahn,{7CC74DA4-C785-49E1-A4F5-F5E07D93B98C},Randolins–Munt da San Murezzan,781985,151627,2192,781230,153049,2692,St. Moritz,green,green,green,green,green,green,green,yellow,green,yellow,yellow,green
Skilift,{AB2E943A-79C0-4319-ACD6-744F55198292},Saas Runzöl,783157,153611,2389,782736,153556,2490,St. Moritz,green,green,green,green,green,green,green,green,green,green,yellow,green
Sesselbahn,{D9936CB2-D117-4459-B464-242DC804AC4D},Salastrains,783445,152296,2039,781365,153105,2693,St. Moritz,green,green,green,green,green,green,green,yellow,green,yellow,yellow,green
Luftseilbahn,{F243A80C-098E-4CA7-8B62-3B9B669A46E0},St. Moritz Bad–Signal (LStMS),783801,150834,1781,783003,151984,2129,St. Moritz,green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Skilift,{40D0F56E-6FC0-4F70-AD55-E85F8C186DF9},Suvretta,782732,150986,1886,782604,151171,1937,St. Moritz,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Sesselbahn,{E8EE99A8-3E34-41A4-ABAA-1FAB764F26FF},Suvretta-Randolins,782652,151230,1940,782214,151847,2216,St. Moritz,green,green,green,green,yellow,green,yellow,yellow,green,yellow,red,yellow
Sesselbahn,{0A50F42B-0EB5-4908-8741-3456F635F575},Trais Fluors,783072,154513,2281,782404,155783,2756,St. Moritz,green,green,green,green,green,green,green,green,green,yellow,yellow,green
Sesselbahn,{8183C232-D2BF-4211-A9E7-31FC00D9AB4B},Tschainas (Talstation Celerina),785358,154166,1737,784912,154400,1919,St. Moritz,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Luftseilbahn,{2E62D81C-BCE7-48D4-810B-BC1CFD39334E},Bernina-Diavolezza,795532,146464,2098,794252,143252,2981,St. Moritz,green,green,green,green,green,green,green,green,green,green,yellow,green
Luftseilbahn,{8896B265-1FBB-4A6A-815B-5406C7E232D9},Curtinatsch-Piz Lagalb,796424,146023,2113,798529,145334,2901,St. Moritz,green,green,green,green,green,green,green,green,green,green,yellow,green
Sesselbahn,{2BF74333-8CD3-499F-A4C0-60651CC31E23},Diavolezzafirn-Sass Queder,794164,143818,2789,794676,143061,3009,St. Moritz,green,green,green,green,green,green,green,green,green,green,green,green
Skilift,{520A8F3C-6E18-4828-A824-0F47F62EF288},Gspon,635858,119182,1867,636306,119064,2000,Staldenried–Gspon,green,green,green,green,green,green,yellow,yellow,green,yellow,yellow,yellow
Skilift,{5B27ED05-1D6F-4CAB-90DD-C710E4384C84},Waldegg,635686,119842,1894,636726,119504,2201,Staldenried–Gspon,green,green,green,green,green,green,green,yellow,green,yellow,yellow,yellow
